Time,User,Nice,Sys,Idle,IO,Run,Ctxt/s,IRQ/s,Watts,uncore,pkg-0,core,dram
00:34:47,26.4,0.0,5.3,68.0,0.4,3,22176,5857,25.10,5.55,25.10,11.00,3.28
00:34:48,22.3,0.0,5.3,71.0,1.4,2,22265,5713,30.68,11.04,30.68,10.67,3.29
00:34:49,23.8,0.0,4.8,71.0,0.5,2,23068,5817,28.11,9.21,28.11,10.06,3.30
00:34:50,22.6,0.0,3.9,73.1,0.4,2,22704,5747,26.41,8.12,26.41,9.58,3.24
00:34:51,21.4,0.0,4.5,73.5,0.6,3,22004,5756,23.57,5.55,23.57,9.56,3.19
00:34:52,20.7,0.0,4.0,74.6,0.7,2,21193,5352,23.11,6.18,23.11,8.35,3.04
00:34:53,19.1,0.0,3.8,75.0,2.0,3,22048,5713,25.24,6.90,25.24,9.59,3.07
00:34:54,22.4,0.0,5.1,71.9,0.6,3,22362,5770,25.67,7.32,25.67,9.69,3.21
00:34:55,24.8,0.0,4.4,70.8,0.0,8,22438,5605,24.19,6.15,24.19,9.48,3.33
00:34:56,24.3,0.0,4.4,71.3,0.0,3,22718,5640,22.96,5.50,22.96,9.08,3.21
00:34:57,22.9,0.0,4.6,71.3,1.1,4,22460,5656,29.25,10.35,29.25,10.04,3.27
00:34:58,22.2,0.0,4.5,72.7,0.6,2,23455,5841,28.94,10.26,28.94,9.90,3.28
00:34:59,20.2,0.0,4.2,75.0,0.6,1,22592,5750,25.56,7.91,25.56,9.00,3.22
00:35:00,21.2,0.0,3.8,74.8,0.1,2,20554,5428,23.05,6.25,23.05,8.35,3.20
00:35:01,18.3,0.0,3.7,77.4,0.5,2,19646,5293,22.86,6.02,22.86,8.35,3.02
00:35:02,19.8,0.0,3.7,75.6,0.9,4,20073,5224,25.11,7.95,25.11,8.51,3.09
00:35:03,21.1,0.0,4.0,74.7,0.3,2,20653,5327,24.64,7.12,24.64,9.00,3.16
00:35:04,23.9,0.0,4.5,71.1,0.5,4,20558,5270,25.36,7.49,25.36,9.33,3.33
00:35:05,23.7,0.0,4.4,72.0,0.0,4,21970,5753,25.67,6.79,25.67,10.29,3.32
00:35:06,20.9,0.0,4.1,74.4,0.6,3,20280,5151,25.81,8.29,25.81,8.94,3.23
00:35:07,22.1,0.0,4.0,73.0,0.9,3,21516,5593,28.54,10.11,28.54,9.70,3.31
00:35:08,20.1,0.0,3.5,76.2,0.3,1,20935,5290,26.88,8.94,26.88,9.14,3.24
00:35:09,22.3,0.0,4.6,72.8,0.3,4,20698,5483,23.00,5.42,23.00,9.21,3.23
00:35:10,20.5,0.0,3.8,75.2,0.5,2,20197,5140,22.81,5.79,22.81,8.71,3.07
00:35:11,18.5,0.0,4.1,76.5,0.9,3,19783,5126,22.86,6.42,22.86,7.95,3.01
00:35:12,23.7,0.0,4.8,71.5,0.0,2,20904,5537,24.72,6.53,24.72,9.74,3.24
00:35:13,21.5,0.0,3.8,73.8,0.9,2,20844,5302,27.60,9.31,27.60,9.57,3.27
00:35:14,21.8,0.0,4.3,71.4,2.5,2,21568,5668,29.83,10.41,29.83,10.60,3.28
00:35:15,20.3,0.0,3.9,74.6,1.1,1,21158,5290,26.69,8.69,26.69,9.28,3.23
00:35:16,22.7,0.0,4.8,72.3,0.3,1,22992,5504,26.49,8.35,26.49,9.53,3.24
00:35:17,21.5,0.0,3.5,75.0,0.0,2,19696,5111,21.13,4.91,21.13,8.02,3.09
00:35:18,20.1,0.0,3.0,75.9,1.0,3,19929,5093,23.77,7.04,23.77,8.15,3.03
00:35:19,18.3,0.0,4.6,75.3,1.8,3,20336,5254,24.48,6.98,24.48,8.83,3.06
00:35:20,23.2,0.0,5.0,71.6,0.2,8,20434,5234,23.04,5.64,23.04,9.05,3.31
00:35:21,24.9,0.0,3.9,71.2,0.0,5,20839,5328,24.23,6.30,24.23,9.48,3.32
00:35:22,24.0,0.0,4.3,71.5,0.3,1,20575,5396,24.64,6.26,24.64,9.95,3.20
00:35:23,22.6,0.0,4.9,71.3,1.2,2,21242,5393,30.07,11.58,30.07,9.67,3.27
00:35:24,22.7,0.0,4.1,72.8,0.4,1,20815,5299,26.27,8.84,26.27,8.78,3.26
00:35:25,20.4,0.0,4.6,74.3,0.8,3,20705,5509,26.46,8.41,26.46,9.37,3.24
00:35:26,20.9,0.0,4.3,74.3,0.5,1,20250,5221,22.70,5.94,22.70,8.40,3.18
00:35:27,20.0,0.0,4.2,75.1,0.7,1,19685,5074,23.43,6.65,23.43,8.27,3.03
00:35:28,19.2,0.0,3.4,76.6,0.8,2,19839,5222,24.69,7.43,24.69,8.69,3.05
00:35:29,22.5,0.0,4.3,73.1,0.1,6,20134,5384,23.84,6.49,23.84,8.90,3.25
00:35:30,25.0,0.0,4.4,70.6,0.0,4,20663,5257,25.23,7.06,25.23,9.64,3.32
00:35:31,24.2,0.0,4.0,71.4,0.4,2,20315,5237,23.45,5.92,23.45,9.13,3.26
00:35:32,24.3,0.0,4.3,70.3,1.0,1,20874,5321,30.38,11.15,30.38,10.42,3.27
00:35:33,23.3,0.0,4.9,71.2,0.6,2,21108,5538,28.88,9.64,28.88,10.51,3.27
00:35:34,21.0,0.0,3.9,74.1,1.0,2,20590,5289,25.67,7.77,25.67,9.20,3.22
00:35:35,22.0,0.0,4.3,73.6,0.1,8,20170,5388,22.44,5.79,22.44,8.41,3.21
00:35:36,19.0,0.0,3.3,77.2,0.5,3,19215,5053,21.81,5.33,21.81,8.15,3.01
00:35:37,19.3,0.0,3.2,76.5,1.0,3,19801,5355,24.16,7.17,24.16,8.39,3.01
