Time,User,Nice,Sys,Idle,IO,Run,Ctxt/s,IRQ/s,Watts,uncore,pkg-0,core,dram
00:57:23,19.2,0.0,4.9,72.6,3.3,3,24810,6261,23.58,7.34,23.58,7.94,3.00
00:57:24,18.9,0.0,5.0,70.4,5.6,6,26696,6595,24.81,6.97,24.81,9.33,3.02
00:57:25,19.5,0.0,6.2,73.8,0.5,7,25547,6531,22.28,7.34,22.28,6.71,3.02
00:57:26,21.4,0.0,5.1,73.5,0.0,5,24410,6725,21.92,6.99,21.92,6.90,3.03
00:57:27,17.6,0.0,4.3,78.2,0.0,3,21408,5697,20.71,6.80,20.71,5.96,2.98
00:57:28,18.6,0.0,4.4,77.0,0.0,5,21465,5639,19.73,6.48,19.73,5.36,2.98
00:57:29,17.8,0.0,4.4,77.8,0.0,2,21026,5897,20.13,6.73,20.13,5.46,2.99
00:57:30,18.5,0.0,4.8,76.5,0.1,2,21598,5618,21.46,7.44,21.46,5.95,2.98
00:57:31,19.0,0.0,4.5,76.6,0.0,6,22055,5754,20.12,6.72,20.12,5.46,2.99
00:57:32,17.6,0.0,5.2,76.4,0.9,3,21477,5684,19.98,6.60,19.98,5.48,3.00
00:57:33,19.0,0.0,3.9,76.4,0.7,4,21620,5634,19.95,6.46,19.95,5.55,3.00
00:57:34,21.7,0.0,4.9,73.4,0.0,8,21533,6660,22.57,7.36,22.57,7.11,3.00
00:57:35,17.4,0.0,4.9,77.7,0.0,5,21630,5678,19.86,6.66,19.86,5.30,2.99
00:57:36,17.4,0.0,5.3,77.3,0.0,3,21397,5786,18.98,6.23,18.98,4.96,2.97
00:57:37,17.2,0.0,4.7,78.0,0.0,9,21322,5509,19.20,6.36,19.20,5.03,2.97
00:57:38,16.6,0.0,5.1,78.2,0.1,8,21584,5605,19.58,6.48,19.58,5.19,2.97
00:57:39,17.1,0.0,4.8,77.7,0.4,4,21194,5588,19.34,6.39,19.34,5.11,2.96
00:57:40,22.3,0.0,4.5,73.1,0.0,4,29673,7513,25.20,7.04,25.20,9.80,3.01
00:57:41,17.8,0.0,5.5,76.6,0.1,5,22051,5772,20.94,7.36,20.94,5.54,2.99
00:57:42,17.1,0.0,5.3,77.6,0.0,6,22056,5782,20.50,7.25,20.50,5.24,2.98
00:57:43,18.9,0.0,6.3,72.8,1.9,2,24985,6682,24.55,7.20,24.55,8.97,3.00
00:57:44,17.2,0.0,6.3,75.9,0.6,8,23167,6417,21.00,6.91,21.00,6.01,3.01
00:57:45,17.9,0.0,6.0,76.1,0.0,6,22142,5843,19.81,6.16,19.81,5.77,2.98
00:57:46,19.2,0.0,5.0,75.4,0.4,6,22514,6011,19.90,6.52,19.90,5.46,3.01
00:57:47,19.2,0.0,5.9,74.9,0.0,3,23457,6326,21.71,6.54,21.71,7.12,3.04
00:57:48,18.7,0.0,5.4,75.9,0.0,4,22435,6020,20.29,6.81,20.29,5.53,3.01
00:57:49,17.9,0.0,5.4,76.5,0.2,4,22373,5883,19.79,6.36,19.79,5.51,3.01
00:57:50,18.3,0.0,5.4,75.6,0.7,3,22975,5970,21.03,6.57,21.03,6.41,3.02
00:57:51,17.7,0.0,4.9,76.6,0.9,4,22834,5954,21.37,7.22,21.37,6.02,3.00
00:57:52,18.2,0.0,4.7,76.2,0.9,6,24578,5986,20.55,6.59,20.55,5.93,3.00
00:57:53,18.3,0.0,4.9,76.8,0.0,7,22774,5928,20.37,6.88,20.37,5.48,2.97
00:57:54,17.4,0.0,5.1,77.5,0.0,3,22314,5747,19.94,6.64,19.94,5.32,2.97
00:57:55,17.2,0.0,4.5,78.3,0.0,3,22377,5742,20.40,6.99,20.40,5.41,2.97
00:57:56,16.6,0.0,4.4,78.9,0.1,3,20513,5295,19.14,6.25,19.14,5.10,2.98
00:57:57,17.0,0.0,4.0,78.9,0.0,4,20674,5504,20.29,7.05,20.29,5.33,2.98
00:57:58,15.8,0.0,4.9,79.4,0.0,4,20287,5305,20.06,7.14,20.06,5.02,2.96
00:57:59,17.6,0.0,4.4,78.0,0.0,4,20227,5394,19.95,6.60,19.95,5.45,2.97
00:58:00,17.2,0.0,5.0,77.4,0.5,4,20898,5513,20.96,7.36,20.96,5.60,2.99
00:58:01,17.0,0.0,4.7,78.3,0.0,5,20317,5236,19.70,6.83,19.70,4.96,2.97
00:58:02,16.3,0.0,5.2,78.5,0.0,4,20431,5296,18.87,6.22,18.87,4.90,2.99
00:58:03,17.0,0.0,4.4,78.6,0.0,6,20261,5332,20.91,7.49,20.91,5.38,2.96
00:58:04,16.2,0.0,4.6,79.2,0.0,3,20227,5211,19.22,6.50,19.22,4.88,2.98
00:58:05,17.4,0.0,4.0,78.4,0.2,5,20456,5369,20.24,7.05,20.24,5.24,2.96
00:58:06,16.1,0.0,5.4,78.5,0.0,4,20257,5290,19.93,6.93,19.93,5.10,2.97
00:58:07,16.6,0.0,4.2,78.2,1.0,6,20756,5400,20.50,6.77,20.50,5.73,3.00
00:58:08,15.3,0.0,4.9,79.8,0.0,3,20504,5334,19.42,6.70,19.42,4.89,2.96
00:58:09,18.2,0.0,4.8,77.0,0.0,4,20776,5469,20.29,6.74,20.29,5.62,3.00
00:58:10,15.9,0.0,5.7,78.1,0.2,4,20400,5321,19.49,6.53,19.49,5.11,2.98
00:58:11,16.9,0.0,5.4,77.7,0.0,4,20387,5452,19.81,6.62,19.81,5.34,2.97
00:58:12,14.7,0.0,3.8,75.7,5.8,3,20572,5422,22.99,6.91,22.99,7.66,2.96
00:58:13,16.9,0.0,4.8,78.3,0.0,4,20317,5366,20.13,6.64,20.13,5.57,2.99
00:58:14,16.3,0.0,4.5,79.2,0.0,5,20114,5238,18.86,6.17,18.86,4.91,2.97
00:58:15,17.2,0.0,3.8,78.5,0.4,4,20535,5307,19.01,6.22,19.01,4.97,2.99
00:58:16,17.0,0.0,4.7,78.3,0.0,4,20316,5410,19.35,6.27,19.35,5.26,3.00
00:58:17,17.1,0.0,5.5,77.4,0.0,3,20185,5348,19.68,6.58,19.68,5.20,2.99
00:58:18,18.3,0.0,5.6,76.1,0.0,5,22662,6185,20.42,7.18,20.42,5.28,2.99
00:58:19,17.4,0.0,5.4,77.2,0.0,7,22475,6192,20.39,7.13,20.39,5.33,2.98
00:58:20,17.9,0.0,4.2,77.9,0.0,5,22179,6259,19.84,6.69,19.84,5.23,2.99
00:58:21,16.7,0.0,5.5,77.5,0.2,3,22284,6370,20.98,7.27,20.98,5.64,2.99
00:58:22,18.9,0.0,4.7,76.4,0.0,4,21517,6063,20.03,6.69,20.03,5.44,2.99
