Time,User,Nice,Sys,Idle,IO,Run,Ctxt/s,IRQ/s,Watts,uncore,pkg-0,core,dram
00:40:49,21.2,0.0,3.9,72.2,2.7,3,24887,6183,24.72,8.40,24.72,7.89,3.03
00:40:50,23.4,0.0,2.8,73.8,0.0,2,24768,6327,20.68,6.53,20.68,6.19,3.06
00:40:51,23.7,0.0,4.3,71.9,0.1,5,25506,6370,21.11,6.73,21.11,6.35,3.04
00:40:52,23.4,0.0,3.4,73.2,0.0,3,22417,6255,23.06,7.78,23.06,7.11,3.03
00:40:53,20.5,0.0,3.1,76.4,0.0,4,21103,5508,21.43,7.03,21.43,6.35,3.02
00:40:54,20.0,0.0,3.1,76.7,0.1,4,21051,5549,20.08,6.65,20.08,5.48,3.02
00:40:55,20.1,0.0,3.0,76.9,0.0,3,21502,5706,20.48,6.94,20.48,5.55,3.02
00:40:56,20.9,0.0,3.4,75.7,0.0,5,21320,5518,19.55,6.34,19.55,5.32,3.02
00:40:57,21.7,0.0,3.9,74.4,0.0,3,21543,5524,19.80,6.48,19.80,5.41,3.00
00:40:58,19.8,0.0,3.3,76.0,1.0,1,21244,5550,19.96,6.38,19.96,5.68,3.00
00:40:59,19.6,0.0,3.3,73.3,3.8,3,22468,5882,22.46,6.72,22.46,7.53,3.02
00:41:00,21.3,0.0,3.7,72.3,2.7,2,22469,6819,24.02,7.18,24.02,8.55,3.04
00:41:01,19.8,0.0,3.9,76.3,0.0,7,21377,5657,19.86,6.53,19.86,5.41,3.01
00:41:02,20.7,0.0,3.7,75.6,0.0,2,21654,5681,19.91,6.58,19.91,5.39,3.02
00:41:03,21.2,0.0,3.0,75.8,0.0,3,21533,5712,19.45,6.40,19.45,5.19,3.00
00:41:04,21.2,0.0,3.3,75.4,0.1,1,21726,5571,20.62,6.84,20.62,5.78,3.02
00:41:05,21.4,0.0,3.4,75.0,0.2,5,21404,5658,20.11,6.49,20.11,5.73,3.02
00:41:06,23.5,0.0,4.7,71.8,0.0,4,29430,7089,24.19,6.70,24.19,9.23,3.05
00:41:07,23.2,0.0,5.0,71.9,0.0,4,24441,6413,23.57,7.01,23.57,8.34,3.05
00:41:08,22.3,0.0,4.1,73.1,0.5,2,22128,5696,21.68,7.25,21.68,6.32,2.99
00:41:09,20.7,0.0,3.8,73.7,1.8,2,22558,5832,22.14,7.19,22.14,6.87,3.00
00:41:10,21.7,0.0,4.1,74.2,0.0,2,22159,5966,21.27,7.40,21.27,5.80,2.99
00:41:11,21.6,0.0,3.6,74.7,0.0,4,21846,5927,20.29,6.93,20.29,5.42,2.98
00:41:12,21.8,0.0,3.4,74.8,0.0,2,22356,5830,20.93,7.28,20.93,5.69,3.00
00:41:13,23.7,0.0,3.9,71.4,1.0,2,23395,6185,22.54,6.80,22.54,7.64,3.05
00:41:14,20.0,0.0,3.8,75.8,0.4,1,22219,5786,20.22,6.58,20.22,5.67,3.01
00:41:15,21.1,0.0,4.0,74.9,0.0,6,22449,5949,20.37,6.59,20.37,5.82,3.01
00:41:16,22.1,0.0,3.2,74.0,0.7,5,24501,5800,21.98,7.45,21.98,6.34,3.02
00:41:17,21.8,0.0,3.6,74.1,0.5,2,22410,5771,21.36,7.29,21.36,5.94,3.00
00:41:18,20.6,0.0,3.6,75.8,0.0,2,22928,5882,20.34,6.52,20.34,5.85,3.01
00:41:19,21.3,0.0,4.0,74.7,0.0,3,22896,5847,20.95,6.89,20.95,6.03,3.01
00:41:20,22.3,0.0,3.7,73.9,0.0,3,22622,5804,20.40,6.73,20.40,5.72,3.02
00:41:21,21.0,0.0,3.2,75.8,0.0,5,22632,5754,20.16,6.72,20.16,5.46,3.01
00:41:22,20.6,0.0,4.4,74.8,0.2,2,21638,5586,19.77,6.36,19.77,5.50,3.03
00:41:23,21.5,0.0,3.7,74.8,0.0,4,21081,5586,20.46,6.33,20.46,6.23,3.04
00:41:24,19.8,0.0,3.8,76.5,0.0,2,20463,5384,19.23,6.27,19.23,5.19,3.00
00:41:25,20.0,0.0,3.7,76.3,0.0,3,21007,5455,19.80,6.48,19.80,5.39,2.99
00:41:26,20.3,0.0,3.3,76.2,0.2,2,20132,5296,19.34,6.21,19.34,5.28,3.00
00:41:27,20.6,0.0,2.6,76.8,0.0,3,20273,5347,20.03,6.80,20.03,5.30,3.00
