Time,User,Nice,Sys,Idle,IO,Run,Ctxt/s,IRQ/s,Watts,uncore,pkg-0,core,dram
03:34:11,13.9,0.0,3.0,83.2,0.0,2,18213,4554,13.05,2.74,13.05,3.24,2.49
03:34:12,13.6,0.0,2.6,83.8,0.0,4,18085,4577,12.82,2.64,12.82,3.13,2.48
03:34:13,13.1,0.0,3.3,83.7,0.0,3,18026,4619,13.29,2.90,13.29,3.30,2.53
03:34:14,14.7,0.0,3.4,82.0,0.0,2,18396,4680,13.84,2.98,13.84,3.58,2.54
03:34:15,13.3,0.0,3.5,83.0,0.3,3,18318,4636,13.32,2.82,13.32,3.31,2.51
03:34:16,13.2,0.0,4.1,82.7,0.0,3,18056,4642,13.27,2.86,13.27,3.21,2.48
03:34:17,13.1,0.0,3.0,83.9,0.0,3,18184,4515,13.06,2.70,13.06,3.21,2.48
03:34:18,13.5,0.0,4.8,81.7,0.0,4,18372,4634,14.00,3.36,14.00,3.34,2.52
03:34:19,13.6,0.0,2.7,83.7,0.0,2,17674,4510,12.93,2.64,12.93,3.17,2.48
03:34:20,14.9,0.0,3.8,81.3,0.0,4,18044,4598,12.89,2.56,12.89,3.21,2.45
03:34:21,13.9,0.0,3.8,81.9,0.4,3,18479,4644,12.95,2.55,12.95,3.28,2.47
03:34:22,13.7,0.0,3.1,83.2,0.0,4,18167,4586,12.96,2.70,12.96,3.15,2.48
03:34:23,14.4,0.0,3.3,81.2,1.1,2,18114,4692,13.44,2.63,13.44,3.61,2.49
03:34:24,13.8,0.0,3.9,82.2,0.0,5,18103,4613,12.86,2.62,12.86,3.11,2.49
03:34:25,13.6,0.0,4.3,82.1,0.0,4,18090,4588,13.03,2.71,13.03,3.14,2.48
03:34:26,14.1,0.0,4.0,81.6,0.2,4,18126,4596,13.21,2.76,13.21,3.26,2.50
03:34:27,13.6,0.0,3.7,82.7,0.0,6,18159,4603,12.88,2.70,12.88,3.08,2.49
03:34:28,14.7,0.0,3.9,81.4,0.0,2,18306,4700,13.86,3.37,13.86,3.20,2.49
03:34:29,14.7,0.0,3.2,82.1,0.0,3,18353,4699,15.40,4.19,15.40,3.67,2.52
03:34:30,15.2,0.0,3.4,81.4,0.0,5,18291,4677,13.13,2.77,13.13,3.21,2.52
03:34:31,14.0,0.0,3.1,82.0,1.0,2,18366,4718,13.51,2.83,13.51,3.49,2.52
03:34:32,14.9,0.0,3.5,81.6,0.0,2,18070,4593,12.81,2.64,12.81,3.14,2.49
03:34:33,14.1,0.0,4.2,81.8,0.0,2,18272,4687,12.92,2.67,12.92,3.16,2.51
03:34:34,15.2,0.0,2.9,81.8,0.0,4,17985,4542,12.60,2.47,12.60,3.08,2.45
03:34:35,14.5,0.0,3.5,82.1,0.0,8,18267,4578,12.77,2.58,12.77,3.16,2.49
03:34:36,14.2,0.0,2.6,83.2,0.0,4,18359,4836,13.06,2.78,13.06,3.20,2.53
03:34:37,14.4,0.0,3.1,82.5,0.0,2,18183,4573,12.80,2.65,12.80,3.10,2.49
03:34:38,14.3,0.0,3.2,82.3,0.1,4,18326,4657,13.96,3.40,13.96,3.31,2.51
03:34:39,13.7,0.0,4.0,82.3,0.0,4,18244,4667,13.15,2.73,13.15,3.34,2.51
03:34:40,15.4,0.0,3.5,80.9,0.2,4,18134,4682,13.04,2.67,13.04,3.27,2.49
03:34:41,14.5,0.0,3.4,82.2,0.0,4,18486,4762,13.59,2.76,13.59,3.68,2.52
03:34:42,14.1,0.0,2.6,83.2,0.1,5,18121,4653,14.13,3.46,14.13,3.41,2.49
03:34:43,13.3,0.0,2.9,83.8,0.0,2,18565,4692,13.98,3.26,13.98,3.45,2.49
03:34:44,14.1,0.0,3.5,82.5,0.0,4,18043,4580,12.78,2.61,12.78,3.11,2.45
03:34:45,13.6,0.0,4.0,82.3,0.1,5,18265,4673,14.93,4.08,14.93,3.41,2.50
03:34:46,12.8,0.0,3.6,83.5,0.0,4,18072,4559,12.69,2.59,12.69,3.08,2.47
03:34:47,14.1,0.0,3.0,82.8,0.1,5,18232,4582,13.05,2.83,13.05,3.16,2.49
03:34:48,14.0,0.0,2.6,83.4,0.0,7,18329,4782,13.33,3.00,13.33,3.19,2.54
03:34:49,14.7,0.0,3.2,82.1,0.0,4,18360,4684,13.23,2.80,13.23,3.28,2.50
03:34:50,14.6,0.0,2.7,81.2,1.5,5,18401,4642,14.90,3.44,14.90,4.03,2.54
03:34:51,14.4,0.0,3.8,81.8,0.0,5,18180,4546,13.05,2.70,13.05,3.22,2.48
03:34:52,13.8,0.0,4.3,81.9,0.0,4,18088,4551,13.12,2.82,13.12,3.12,2.50
03:34:53,14.3,0.0,4.1,81.7,0.0,3,18402,4661,13.63,2.87,13.63,3.53,2.53
03:34:54,15.6,0.0,4.3,80.0,0.1,4,18172,4602,14.54,3.78,14.54,3.30,2.51
03:34:55,13.9,0.0,3.6,82.5,0.0,3,18222,4556,14.15,3.45,14.15,3.40,2.48
03:34:56,14.5,0.0,3.4,82.0,0.0,3,18230,4616,13.73,3.26,13.73,3.17,2.50
03:34:57,13.8,0.0,4.2,81.9,0.1,3,18216,4507,13.05,2.81,13.05,3.13,2.51
03:34:58,14.5,0.0,3.7,81.8,0.0,3,18246,4564,13.36,3.00,13.36,3.18,2.55
03:34:59,14.4,0.0,3.0,82.6,0.0,3,18127,4517,13.28,2.81,13.28,3.32,2.51
03:35:00,13.8,0.0,3.7,82.5,0.0,4,17886,4455,12.78,2.65,12.78,3.05,2.48
03:35:01,14.6,0.0,4.1,81.2,0.0,3,18446,4647,13.58,3.02,13.58,3.31,2.56
03:35:02,13.2,0.0,4.0,82.8,0.0,3,17975,4508,13.30,2.98,13.30,3.14,2.51
03:35:03,14.1,0.0,3.9,82.0,0.0,3,18392,4572,13.53,3.09,13.53,3.22,2.53
03:35:04,14.7,0.0,3.9,81.4,0.0,3,18329,4598,13.82,2.84,13.82,3.77,2.51
03:35:05,13.8,0.0,3.6,82.7,0.0,3,18329,4578,13.99,3.40,13.99,3.28,2.52
03:35:06,13.6,0.0,3.2,83.2,0.0,3,18274,4551,14.24,3.60,14.24,3.29,2.51
03:35:07,13.7,0.0,2.7,83.4,0.1,3,18110,4546,13.19,2.80,13.19,3.23,2.52
03:35:08,14.8,0.0,2.4,82.8,0.0,3,18171,4602,14.04,3.28,14.04,3.47,2.53
03:35:09,13.3,0.0,4.1,82.6,0.0,5,17925,4534,14.84,4.05,14.84,3.39,2.48
03:35:10,14.7,0.0,3.2,82.1,0.0,5,18608,4578,14.48,3.42,14.48,3.63,2.52
