Time,User,Nice,Sys,Idle,IO,Run,Ctxt/s,IRQ/s,Watts,uncore,pkg-0,core,dram
03:26:26,19.0,0.0,3.4,77.5,0.1,3,21230,5266,18.73,4.06,18.73,6.97,2.63
03:26:27,17.0,0.0,2.9,78.2,2.0,3,20497,5115,15.40,3.15,15.40,4.83,2.59
03:26:28,15.6,0.0,4.0,79.9,0.5,1,20476,5002,14.93,3.42,14.93,4.13,2.59
03:26:29,17.4,0.0,3.2,79.4,0.0,4,20301,4996,15.95,3.88,15.95,4.65,2.54
03:26:30,18.4,0.0,3.6,78.0,0.0,3,20729,5177,16.78,4.19,16.78,4.98,2.66
03:26:31,17.5,0.0,3.5,79.1,0.0,2,20717,5007,15.08,3.14,15.08,4.58,2.63
03:26:32,15.5,0.0,3.1,81.2,0.1,2,19379,4859,14.16,2.95,14.16,3.90,2.59
03:26:33,14.8,0.0,3.1,82.2,0.0,3,19536,4859,14.14,2.83,14.14,4.04,2.62
03:26:34,16.0,0.0,3.0,80.9,0.1,2,19756,4927,15.59,3.86,15.59,4.21,2.61
03:26:35,17.0,0.0,3.1,78.2,1.7,1,19978,5008,18.46,5.31,18.46,5.26,2.64
03:26:36,16.7,0.0,3.3,79.3,0.6,3,19529,4960,17.96,5.46,17.96,4.62,2.64
03:26:37,16.7,0.0,3.1,79.9,0.3,6,19645,5067,16.52,4.34,16.52,4.60,2.66
03:26:38,16.4,0.0,3.9,79.6,0.1,6,19589,5052,16.40,4.58,16.40,4.19,2.64
03:26:39,16.4,0.0,3.0,80.4,0.2,2,18827,4917,17.98,5.71,17.98,4.40,2.62
03:26:40,16.0,0.0,3.9,79.9,0.1,4,20103,4921,17.33,4.92,17.33,4.67,2.65
03:26:41,15.4,0.0,3.6,79.3,1.7,1,19514,4995,17.46,4.81,17.46,4.84,2.63
03:26:42,16.6,0.0,3.1,80.0,0.2,4,19302,4846,16.82,4.83,16.82,4.37,2.64
03:26:43,17.4,0.0,3.1,79.4,0.1,4,19448,4983,14.92,3.43,14.92,4.23,2.63
03:26:44,15.9,0.0,2.9,81.1,0.1,2,19278,4901,16.51,4.48,16.51,4.27,2.60
03:26:45,17.0,0.0,3.7,79.2,0.1,1,19536,5009,17.07,4.91,17.07,4.41,2.63
03:26:46,15.5,0.0,3.4,81.0,0.1,2,18953,4792,13.66,2.76,13.66,3.72,2.60
03:26:47,15.7,0.0,4.2,80.1,0.0,3,19399,4871,15.70,3.98,15.70,4.18,2.64
03:26:48,16.0,0.0,2.8,80.5,0.8,4,20597,5529,15.19,3.37,15.19,4.28,2.58
03:26:49,17.0,0.0,3.5,79.5,0.0,3,20827,5709,14.44,2.90,14.44,4.26,2.61
03:26:50,17.1,0.0,3.7,79.0,0.1,2,20968,5874,14.64,3.14,14.64,4.17,2.61
03:26:51,16.4,0.0,3.0,80.6,0.0,2,21060,5758,14.25,2.95,14.25,4.01,2.62
03:26:52,16.4,0.0,3.5,80.1,0.0,3,21086,5782,15.68,3.93,15.68,4.24,2.63
