Time,User,Nice,Sys,Idle,IO,Run,Ctxt/s,IRQ/s,Watts,uncore,pkg-0,core,dram
03:36:53,15.5,0.0,3.2,81.3,0.0,5,20557,5188,16.53,3.49,16.53,5.49,2.60
03:36:54,15.0,0.0,3.2,81.5,0.3,4,20767,5076,15.61,3.00,15.61,5.14,2.61
03:36:55,13.1,0.0,2.4,81.9,2.6,4,20189,5013,15.95,3.35,15.95,5.02,2.60
03:36:56,14.1,0.0,2.9,82.8,0.1,3,19909,5018,13.83,2.70,13.83,3.90,2.57
03:36:57,14.9,0.0,3.1,82.1,0.0,5,20233,4907,14.38,2.75,14.38,4.33,2.62
03:36:58,15.9,0.0,3.3,80.8,0.0,7,19992,5052,15.08,3.06,15.08,4.63,2.68
03:36:59,15.8,0.0,3.2,81.0,0.0,5,19385,4825,14.63,3.12,14.63,4.09,2.64
03:37:00,15.8,0.0,3.4,80.7,0.0,4,19647,4949,17.22,4.73,17.22,4.67,2.65
03:37:01,15.9,0.0,3.7,80.1,0.2,3,19505,4829,14.52,2.88,14.52,4.22,2.63
03:37:02,14.6,0.0,3.1,81.0,1.3,4,19662,4945,15.48,3.29,15.48,4.60,2.66
03:37:03,15.2,0.0,3.6,81.0,0.1,3,19010,4807,14.78,3.06,14.78,4.35,2.63
03:37:04,15.6,0.0,3.2,81.2,0.0,5,19295,4942,15.42,3.74,15.42,4.20,2.65
03:37:05,15.2,0.0,4.3,80.6,0.0,3,19115,4868,14.55,3.10,14.55,4.14,2.67
03:37:06,15.1,0.0,4.3,80.7,0.0,7,19326,4837,14.82,3.16,14.82,4.22,2.67
03:37:07,14.7,0.0,3.6,81.8,0.0,4,19768,5049,15.01,3.50,15.01,4.11,2.65
03:37:08,15.8,0.0,3.0,80.9,0.4,3,20972,5826,15.87,3.75,15.87,4.60,2.67
03:37:09,15.1,0.0,3.3,81.0,0.5,3,21086,5747,16.56,4.35,16.56,4.59,2.64
03:37:10,14.8,0.0,2.7,82.5,0.0,3,21084,5775,15.39,3.49,15.39,4.43,2.67
03:37:11,14.8,0.0,3.7,81.1,0.4,3,21087,5797,19.09,6.15,19.09,4.90,2.68
