Time,User,Nice,Sys,Idle,IO,Run,Ctxt/s,IRQ/s,Watts,uncore,pkg-0,core,dram
01:35:26,37.5,0.0,5.9,56.7,0.0,1,28480,6666,31.66,4.37,31.66,18.39,3.32
01:35:27,34.9,0.0,4.1,60.9,0.1,1,28830,6095,27.84,3.43,27.84,15.64,3.18
01:35:28,31.6,0.0,5.2,62.0,1.2,5,30803,6222,31.16,5.50,31.16,16.78,3.22
01:35:29,26.4,0.0,3.5,63.0,7.1,4,28835,6078,29.25,2.39,29.25,17.83,2.88
01:35:30,23.8,0.0,4.0,71.3,0.9,2,26269,5555,23.53,1.77,23.53,13.22,2.77
01:35:31,25.0,0.0,4.1,70.6,0.4,2,26110,5527,23.19,1.73,23.19,13.04,2.76
01:35:32,24.4,0.0,5.0,70.4,0.1,5,27666,5756,23.39,1.77,23.39,13.14,2.79
01:35:33,25.7,0.0,4.1,70.2,0.0,4,26960,5668,23.66,1.78,23.66,13.33,2.78
01:35:34,23.4,0.0,3.9,72.4,0.4,3,25000,5546,22.55,1.75,22.55,12.38,2.72
01:35:35,25.6,0.0,3.9,70.2,0.4,5,25083,5358,22.40,1.73,22.40,12.25,2.72
01:35:36,26.4,0.0,3.9,69.6,0.0,2,25404,5428,22.60,1.74,22.60,12.44,2.74
01:35:37,26.7,0.0,3.3,70.1,0.0,2,24848,5465,22.88,1.74,22.88,12.75,2.75
01:35:38,27.8,0.0,3.1,68.9,0.1,3,24693,5613,22.99,1.74,22.99,12.85,2.75
01:35:39,27.0,0.0,4.4,67.8,0.8,3,26631,5778,28.58,5.08,28.58,14.74,3.00
01:35:40,28.9,0.0,3.4,67.3,0.4,1,26817,5776,27.45,4.23,27.45,14.48,3.07
01:35:41,27.9,0.0,4.8,67.0,0.4,6,27879,6113,27.83,4.05,27.83,15.00,3.20
01:35:42,30.7,0.0,3.7,65.5,0.0,4,26861,6101,26.40,2.88,26.40,14.88,3.07
01:35:43,23.4,0.0,4.4,72.0,0.1,5,23872,5631,22.15,1.74,22.15,12.14,2.78
01:35:44,25.5,0.0,4.2,70.3,0.0,6,23898,5317,22.66,1.76,22.66,12.56,2.78
01:35:45,25.6,0.0,3.9,70.4,0.0,5,23784,5286,21.95,1.74,21.95,11.88,2.73
01:35:46,22.9,0.0,3.8,73.3,0.0,6,23473,5329,21.14,1.71,21.14,11.16,2.72
01:35:47,24.9,0.0,3.8,70.9,0.4,5,24305,5403,21.92,1.73,21.92,11.84,2.73
01:35:48,25.7,0.0,3.3,71.0,0.0,2,23959,5312,22.10,1.73,22.10,12.08,2.72
01:35:49,25.5,0.0,4.0,70.1,0.4,7,23932,5335,22.72,1.76,22.72,12.53,2.74
