Time,User,Nice,Sys,Idle,IO,Run,Ctxt/s,IRQ/s,Watts,uncore,pkg-0,core,dram
01:28:45,33.4,0.0,4.4,61.9,0.3,5,28523,6411,29.44,3.70,29.44,16.97,3.23
01:28:46,34.6,0.0,4.9,60.5,0.0,2,29154,6299,28.60,3.74,28.60,16.07,3.25
01:28:47,35.9,0.0,4.8,58.9,0.4,3,30377,6204,30.35,3.72,30.35,17.77,3.28
01:28:48,30.5,0.0,3.8,65.7,0.0,3,28524,6009,27.21,2.70,27.21,15.78,3.01
01:28:49,27.9,0.0,3.1,69.0,0.0,2,26986,5665,25.49,1.79,25.49,15.12,2.76
01:28:50,24.0,0.0,2.9,73.0,0.1,4,27028,5716,22.82,1.75,22.82,12.62,2.73
01:28:51,25.6,0.0,3.0,71.5,0.0,1,26789,5592,23.34,1.74,23.34,13.12,2.75
01:28:52,27.9,0.0,3.8,68.4,0.0,2,26392,5623,24.86,1.76,24.86,14.60,2.82
01:28:53,27.6,0.0,3.0,69.3,0.0,3,26505,5763,22.24,1.65,22.24,12.37,2.73
01:28:54,25.2,0.0,3.6,69.0,2.2,4,26279,5664,22.92,1.64,22.92,12.95,2.71
01:28:55,25.0,0.0,3.0,71.7,0.3,4,24919,5425,21.33,1.60,21.33,11.58,2.71
01:28:56,25.3,0.0,4.1,70.5,0.0,2,25226,5420,21.67,1.64,21.67,11.82,2.72
01:28:57,25.4,0.0,3.4,71.2,0.0,3,24730,5512,21.68,1.66,21.68,11.84,2.73
01:28:58,26.5,0.0,2.7,70.7,0.0,2,24917,5462,22.41,1.67,22.41,12.46,2.73
01:28:59,25.2,0.0,3.1,71.7,0.0,3,24270,5347,21.65,1.67,21.65,11.72,2.69
01:29:00,24.4,0.0,2.7,72.5,0.4,2,24605,5330,22.01,1.68,22.01,11.99,2.69
01:29:01,23.3,0.0,2.9,73.8,0.0,2,23973,5323,21.42,1.66,21.42,11.51,2.66
01:29:02,23.8,0.0,3.0,73.1,0.0,1,24533,5397,21.86,1.67,21.86,11.92,2.70
01:29:03,25.6,0.0,3.1,71.3,0.0,2,24596,5399,21.78,1.68,21.78,11.88,2.70
01:29:04,24.6,0.0,3.6,71.2,0.6,5,24596,5410,21.40,1.64,21.40,11.59,2.69
01:29:05,25.2,0.0,2.8,72.0,0.0,4,24419,5393,20.58,1.61,20.58,10.90,2.71
01:29:06,26.9,0.0,3.2,69.8,0.1,3,24536,5412,21.31,1.64,21.31,11.52,2.73
01:29:07,24.2,0.0,3.8,71.7,0.3,3,24066,5283,21.68,1.66,21.68,11.78,2.72
01:29:08,24.2,0.0,4.0,71.8,0.0,3,24448,5283,21.79,1.70,21.79,11.80,2.69
01:29:09,26.2,0.0,4.1,69.3,0.4,2,34358,7433,26.17,1.73,26.17,15.84,2.72
01:29:10,26.3,0.0,4.3,68.4,1.0,2,27832,6734,24.89,1.70,24.89,14.71,2.74
01:29:11,27.4,0.0,3.8,68.7,0.0,1,26530,5941,22.52,1.70,22.52,12.48,2.74
01:29:12,26.8,0.0,2.9,70.3,0.0,1,25135,5552,22.05,1.67,22.05,12.16,2.72
01:29:13,25.6,0.0,2.9,70.1,1.4,2,25388,5603,22.08,1.65,22.08,12.20,2.70
01:29:14,24.7,0.0,3.6,70.6,1.1,2,25908,5739,21.71,1.63,21.71,11.85,2.71
01:29:15,25.3,0.0,4.1,70.2,0.4,5,26571,5850,22.42,1.66,22.42,12.43,2.72
01:29:16,25.2,0.0,4.2,70.7,0.0,2,27376,5546,22.45,1.65,22.45,12.51,2.73
01:29:17,25.8,0.0,3.3,70.9,0.0,2,24964,5440,21.84,1.67,21.84,11.91,2.72
01:29:18,23.7,0.0,3.7,72.2,0.4,2,25278,5529,22.17,1.68,22.17,12.12,2.70
01:29:19,24.5,0.0,3.7,71.3,0.5,2,25867,5588,22.93,1.69,22.93,12.83,2.69
01:29:20,24.0,0.0,3.5,72.2,0.2,2,25155,5591,21.86,1.64,21.86,11.98,2.69
01:29:21,26.6,0.0,3.0,70.4,0.0,4,25267,5496,21.67,1.66,21.67,11.80,2.70
01:29:22,27.4,0.0,3.2,69.3,0.0,1,25188,5592,22.14,1.66,22.14,12.29,2.71
01:29:23,26.1,0.0,3.5,69.6,0.7,2,25140,5361,21.89,1.68,21.89,11.97,2.68
01:29:24,23.2,0.0,3.0,72.7,1.1,1,24092,5476,21.90,1.62,21.90,12.01,2.68
01:29:25,23.7,0.0,3.2,72.6,0.5,2,24121,5364,21.46,1.65,21.46,11.52,2.69
01:29:26,23.8,0.0,3.1,72.9,0.1,4,24378,5392,21.38,1.63,21.38,11.47,2.70
01:29:27,24.4,0.0,3.5,72.1,0.0,3,24656,5316,21.70,1.67,21.70,11.72,2.71
01:29:28,22.9,0.0,3.3,72.7,1.1,2,23791,5301,21.49,1.69,21.49,11.58,2.69
01:29:29,23.4,0.0,2.3,73.1,1.3,6,22176,5099,20.77,1.62,20.77,11.09,2.64
01:29:30,22.7,0.0,2.8,73.8,0.8,2,21559,5141,20.29,1.60,20.29,10.69,2.64
01:29:31,23.1,0.0,3.0,73.0,0.9,2,20943,5061,20.79,1.65,20.79,11.04,2.65
01:29:32,25.0,0.0,3.5,71.6,0.0,2,23612,5187,21.99,1.65,21.99,12.14,2.72
01:29:33,24.2,0.0,3.0,72.8,0.0,2,22636,5175,21.41,1.66,21.41,11.52,2.70
01:29:34,22.2,0.0,2.3,75.5,0.0,4,23145,5252,20.74,1.66,20.74,10.86,2.68
01:29:35,24.5,0.0,2.7,72.8,0.0,4,22883,5331,20.84,1.64,20.84,11.04,2.68
01:29:36,22.4,0.0,2.1,71.4,4.0,2,24013,5400,23.62,1.74,23.62,13.44,2.68
01:29:37,24.8,0.0,3.1,72.1,0.0,3,24151,5259,21.26,1.65,21.26,11.46,2.69
01:29:38,24.4,0.0,2.9,71.6,1.1,3,24520,5335,21.39,1.64,21.39,11.58,2.68
01:29:39,25.9,0.0,3.7,70.4,0.0,3,24816,5402,21.24,1.64,21.24,11.44,2.72
01:29:40,25.8,0.0,3.9,70.4,0.0,2,24872,5360,21.65,1.64,21.65,11.85,2.74
01:29:41,24.8,0.0,3.5,71.6,0.0,1,24635,5403,21.96,1.68,21.96,12.04,2.73
01:29:42,24.6,0.0,2.5,72.2,0.7,1,24885,5413,22.08,1.66,22.08,12.07,2.69
01:29:43,24.7,0.0,3.5,71.9,0.0,4,24719,5494,21.73,1.65,21.73,11.79,2.70
01:29:44,25.9,0.0,3.3,70.8,0.0,5,24966,5444,21.95,1.66,21.95,12.07,2.71
