Time,User,Nice,Sys,Idle,IO,Run,Ctxt/s,IRQ/s,Watts,uncore,pkg-0,core,dram
01:46:32,7.8,0.0,2.0,85.5,4.8,1,15059,5892,12.20,1.38,12.20,4.01,1.95
01:46:33,7.2,0.0,2.2,89.6,1.0,1,13837,4083,9.89,1.18,9.89,2.51,1.86
01:46:34,7.7,0.0,2.1,89.7,0.5,1,13640,4063,9.81,1.20,9.81,2.43,1.86
01:46:35,11.6,0.0,2.4,85.7,0.4,1,14376,5325,11.56,1.24,11.56,3.85,1.87
01:46:36,9.2,0.0,2.4,88.5,0.0,1,14094,4400,10.85,1.26,10.85,3.22,1.84
01:46:37,8.4,0.0,2.7,88.8,0.0,1,13947,4055,10.04,1.21,10.04,2.59,1.80
01:46:38,9.2,0.0,2.5,88.2,0.1,1,14984,4178,11.02,1.60,11.02,2.89,1.94
01:46:39,8.6,0.0,2.9,88.5,0.0,1,14300,4061,10.35,1.23,10.35,2.75,1.89
01:46:40,7.4,0.0,2.3,90.2,0.1,1,14437,3988,10.10,1.22,10.10,2.59,1.90
01:46:41,8.0,0.0,2.0,89.5,0.5,3,14567,4034,10.38,1.23,10.38,2.74,1.90
01:46:42,7.7,0.0,1.9,90.4,0.0,3,14297,4086,10.30,1.21,10.30,2.75,1.93
01:46:43,7.5,0.0,2.8,89.8,0.0,1,14309,4145,9.95,1.20,9.95,2.52,1.93
01:46:44,8.7,0.0,2.5,88.7,0.0,1,15531,4186,10.50,1.30,10.50,2.81,1.97
01:46:45,8.8,0.0,1.9,87.2,2.1,1,14879,4157,11.21,1.36,11.21,3.15,1.94
01:46:46,6.9,0.0,1.9,86.0,5.2,2,15429,4367,11.99,1.33,11.99,3.88,1.90
01:46:47,8.1,0.0,2.5,89.4,0.0,1,14143,4047,10.08,1.21,10.08,2.57,1.88
01:46:48,8.0,0.0,1.9,90.1,0.0,1,14128,3983,9.93,1.20,9.93,2.44,1.93
01:46:49,7.9,0.0,1.8,90.4,0.0,1,14185,4031,9.70,1.18,9.70,2.33,1.93
01:46:50,8.0,0.0,2.5,89.4,0.0,1,14084,4018,9.60,1.19,9.60,2.21,1.93
01:46:51,8.8,0.0,2.8,88.4,0.0,1,15264,4338,10.18,1.33,10.18,2.51,1.99
01:46:52,6.9,0.0,2.2,91.0,0.0,2,14122,4078,10.15,1.27,10.15,2.57,1.90
01:46:53,7.7,0.0,2.0,88.1,2.1,1,13985,4279,10.04,1.24,10.04,2.54,1.89
01:46:54,7.7,0.0,2.2,90.0,0.1,1,14556,4158,10.06,1.30,10.06,2.43,1.96
01:46:55,7.4,0.0,2.3,90.3,0.0,1,13792,4069,9.53,1.17,9.53,2.22,1.89
01:46:56,7.4,0.0,2.0,90.6,0.0,1,14108,4054,9.83,1.18,9.83,2.49,1.90
01:46:57,8.9,0.0,2.2,88.9,0.0,1,15313,4144,10.37,1.37,10.37,2.65,2.00
01:46:58,7.0,0.0,1.6,89.8,1.5,1,13790,4182,10.01,1.21,10.01,2.54,1.86
01:46:59,8.6,0.0,1.9,89.5,0.0,1,14250,4163,9.47,1.19,9.47,2.15,1.87
01:47:00,8.8,0.0,2.4,88.6,0.1,1,14756,4094,9.85,1.28,9.85,2.33,1.92
01:47:01,8.4,0.0,2.2,89.5,0.0,2,14884,4186,10.07,1.34,10.07,2.40,1.95
01:47:02,7.5,0.0,2.0,90.5,0.0,1,13662,4020,9.64,1.18,9.64,2.28,1.84
01:47:03,7.6,0.0,2.9,89.5,0.0,1,14172,4089,9.47,1.17,9.47,2.15,1.87
01:47:04,6.8,0.0,2.7,90.3,0.3,1,13786,3971,9.49,1.16,9.49,2.23,1.84
01:47:05,7.3,0.0,2.3,90.4,0.0,1,14093,4033,9.72,1.22,9.72,2.23,1.90
01:47:06,7.6,0.0,2.2,90.1,0.1,1,13918,3990,9.42,1.18,9.42,2.12,1.84
01:47:07,7.3,0.0,2.7,90.0,0.0,1,13900,4064,9.15,1.15,9.15,1.97,1.86
01:47:08,6.7,0.0,1.9,91.4,0.0,1,12992,3851,9.27,1.15,9.27,2.07,1.81
01:47:09,8.6,0.0,2.9,88.5,0.0,4,22380,5862,11.16,1.33,11.16,3.27,1.95
01:47:10,10.2,0.0,3.0,86.8,0.0,1,16710,4738,13.71,1.46,13.71,5.30,1.98
01:47:11,10.3,0.0,2.8,86.6,0.4,1,17006,5039,12.46,1.31,12.46,4.37,1.92
01:47:12,8.3,0.0,2.3,89.4,0.0,1,14541,4247,10.31,1.24,10.31,2.63,1.94
01:47:13,8.1,0.0,2.3,89.3,0.4,1,14618,4253,9.78,1.19,9.78,2.35,1.89
01:47:14,8.5,0.0,2.8,88.8,0.0,1,13830,4007,9.57,1.20,9.57,2.16,1.87
01:47:15,7.9,0.0,3.3,88.8,0.0,2,14717,4228,9.78,1.22,9.78,2.26,1.90
01:47:16,7.6,0.0,2.7,89.6,0.1,1,14695,4241,10.06,1.20,10.06,2.51,1.92
01:47:17,7.6,0.0,2.5,89.9,0.0,2,14486,4155,9.96,1.23,9.96,2.48,1.86
01:47:18,8.6,0.0,3.3,88.1,0.0,1,15707,4500,10.64,1.26,10.64,2.92,1.88
01:47:19,8.9,0.0,2.6,86.5,1.9,2,16626,5404,11.55,1.29,11.55,3.66,1.90
01:47:20,9.4,0.0,2.6,87.3,0.6,1,15003,4371,11.11,1.27,11.11,3.37,1.90
01:47:21,8.4,0.0,3.4,87.8,0.4,1,16466,4184,10.53,1.25,10.53,2.88,1.87
01:47:22,8.9,0.0,2.1,89.0,0.0,1,13973,4041,9.76,1.22,9.76,2.31,1.91
01:47:23,8.7,0.0,2.0,89.3,0.0,1,13993,4129,9.83,1.21,9.83,2.39,1.88
01:47:24,6.7,0.0,1.7,83.8,7.7,1,14117,4199,12.34,1.37,12.34,4.17,1.90
01:47:25,6.3,0.0,2.5,90.1,1.1,2,12459,3772,8.79,0.98,8.79,2.04,1.74
01:47:26,7.6,0.0,1.5,90.9,0.0,1,13397,3830,8.94,0.97,8.94,2.09,1.74
01:47:27,7.8,0.0,2.9,88.7,0.6,1,13934,4029,9.84,1.21,9.84,2.33,1.88
01:47:28,7.0,0.0,2.0,90.9,0.1,1,13805,4014,9.79,1.22,9.79,2.26,1.87
01:47:29,8.6,0.0,2.1,89.3,0.0,1,14562,4117,9.84,1.20,9.84,2.34,1.95
01:47:30,8.6,0.0,2.0,89.4,0.0,3,14354,4089,9.96,1.22,9.96,2.43,1.92
01:47:31,8.6,0.0,2.2,89.2,0.0,1,14342,4078,10.06,1.22,10.06,2.50,1.94
